Geography,zip,Less than high school graduate,High school graduate or higher,Some college or associates degree,Bachelor degree or higher,Graduate degree or higher
860Z200US46227,46227,7510,75929,13152,21462,2123
860Z200US46228,46228,1593,22397,3583,13653,1878
860Z200US46229,46229,1609,42220,7294,13713,1874
860Z200US46231,46231,1643,14182,2392,2632,419
860Z200US46234,46234,1900,40105,5774,18999,2155
860Z200US46235,46235,4013,41914,7113,8364,1106
860Z200US46236,46236,1098,38907,4614,25272,3212
860Z200US46237,46237,3468,60618,8610,27756,3367
860Z200US46239,46239,2333,45606,7044,19873,2470
860Z200US46240,46240,989,31217,4212,23180,3266
860Z200US46241,46241,6337,38614,4808,8013,533
860Z200US46250,46250,474,26455,4273,18305,2296
860Z200US46254,46254,3420,53731,10064,21690,2803
860Z200US46256,46256,840,33699,4129,24039,3427
860Z200US46259,46259,776,20108,2676,11288,1618
860Z200US46260,46260,1796,50425,7981,29881,4424
860Z200US46268,46268,1596,36904,6620,18399,2172
860Z200US46278,46278,344,12761,2004,9497,1514
860Z200US46280,46280,154,12282,1389,9320,1083
860Z200US46290,46290,0,190,0,156,57
860Z200US46301,46301,6,1079,93,875,241
860Z200US46302,46302,10,90,14,47,10
860Z200US46303,46303,716,26755,4667,7123,920
860Z200US46304,46304,987,44235,6388,18105,2070
860Z200US46307,46307,3563,110070,17007,43661,5812
860Z200US46310,46310,795,22233,2730,6027,547
860Z200US46311,46311,755,37163,5851,16403,2373
860Z200US46312,46312,5045,33122,4844,4816,623
860Z200US46319,46319,610,29823,4501,8743,956
860Z200US46320,46320,2012,18248,2983,2824,279
860Z200US46321,46321,873,37609,5304,21764,2948
860Z200US46322,46322,1281,38181,6271,14123,1845
860Z200US46323,46323,2380,33935,5557,6141,557
860Z200US46324,46324,2494,31424,5545,6476,843
860Z200US46327,46327,1572,14666,1954,2047,121
860Z200US46340,46340,288,1895,351,428,49
860Z200US46341,46341,566,16695,1928,4041,454
860Z200US46342,46342,1984,50568,7896,13104,1246
860Z200US46345,46345,17,153,12,8,4
860Z200US46346,46346,166,2018,262,183,13
860Z200US46347,46347,234,7661,987,1919,249
860Z200US46348,46348,65,2032,159,188,19
860Z200US46349,46349,153,4795,628,897,93
860Z200US46350,46350,3422,69279,10538,19631,2147
860Z200US46356,46356,534,29465,5613,6129,729
860Z200US46360,46360,3979,69334,10179,18534,2603
860Z200US46365,46365,125,1319,124,428,25
860Z200US46366,46366,667,8582,1466,1528,188
860Z200US46368,46368,3262,63005,9861,12927,1474
860Z200US46371,46371,163,5334,1008,1684,197
860Z200US46373,46373,914,26658,4525,12968,1557
860Z200US46374,46374,129,1718,201,182,24
860Z200US46375,46375,1016,38286,6278,17457,2006
860Z200US46376,46376,21,278,42,36,10
860Z200US46377,46377,0,198,0,0,0
860Z200US46379,46379,61,597,91,0,0
860Z200US46381,46381,197,854,254,24,12
860Z200US46382,46382,93,3349,528,597,45
860Z200US46383,46383,1799,63614,10299,28438,3997
860Z200US46385,46385,1833,65294,9001,26143,4636
860Z200US46390,46390,60,4993,821,1191,107
860Z200US46391,46391,1351,15921,1798,2274,253
860Z200US46392,46392,358,13405,1985,2121,221
860Z200US46393,46393,16,343,43,20,10
860Z200US46394,46394,1369,18382,2289,5714,404
860Z200US46402,46402,614,7844,1235,816,148
860Z200US46403,46403,913,16507,2585,4797,847
860Z200US46404,46404,1587,23183,4708,4480,518
860Z200US46405,46405,1777,15654,2158,2084,234
860Z200US46406,46406,1185,10663,1586,1465,161
860Z200US46407,46407,1307,13212,1915,1651,190
860Z200US46408,46408,1747,22445,3386,3043,463
860Z200US46409,46409,648,9669,1456,1389,245
860Z200US46410,46410,2607,60743,9793,16947,2101
860Z200US46501,46501,480,5400,848,769,56
860Z200US46502,46502,0,0,0,0,0
860Z200US46504,46504,339,4398,760,988,68
860Z200US46506,46506,1558,13174,1901,4096,487
860Z200US46507,46507,758,12999,2102,3138,344
860Z200US46508,46508,59,291,37,2,1
860Z200US46510,46510,404,4791,645,871,50
860Z200US46511,46511,425,6479,976,2217,389
860Z200US46513,46513,0,0,0,0,0
860Z200US46514,46514,4747,59819,9003,15840,1841
860Z200US46516,46516,3943,42490,6097,9334,1101
860Z200US46517,46517,3596,34250,5055,7362,685
860Z200US46524,46524,600,2709,416,213,3
860Z200US46526,46526,4200,45670,6058,14964,2392
860Z200US46528,46528,3945,30439,4705,9962,1112
860Z200US46530,46530,836,45408,6235,30008,5003
860Z200US46531,46531,267,3011,428,499,74
860Z200US46532,46532,89,2212,317,234,42
860Z200US46534,46534,1300,16711,2204,2552,347
860Z200US46536,46536,198,4742,904,1125,191
860Z200US46537,46537,59,931,142,86,4
860Z200US46538,46538,170,6475,1008,2501,259
860Z200US46539,46539,236,3894,591,521,71
860Z200US46540,46540,3067,13439,1882,4145,588
860Z200US46542,46542,597,6408,1008,620,44
860Z200US46543,46543,1375,2110,238,443,54
860Z200US46544,46544,2602,46389,7008,14050,1701
860Z200US46545,46545,1639,40447,6649,14803,2169
860Z200US46550,46550,2527,14926,2473,2477,303
860Z200US46552,46552,490,10230,1591,3273,323
860Z200US46553,46553,541,4361,391,1419,272
860Z200US46554,46554,175,7169,915,2394,216
860Z200US46555,46555,198,4127,714,939,197
860Z200US46556,46556,10,2256,6130,1099,269
860Z200US46561,46561,1144,21715,3218,6094,757
860Z200US46562,46562,514,7783,1046,1525,176
860Z200US46563,46563,2602,34671,4789,8459,1192
860Z200US46565,46565,3140,5296,596,1145,147
860Z200US46567,46567,913,15376,2021,4835,715
860Z200US46570,46570,50,1867,300,282,7
860Z200US46571,46571,2715,2740,323,367,23
860Z200US46572,46572,0,265,18,0,0
860Z200US46573,46573,471,5555,659,1823,176
860Z200US46574,46574,533,12204,1898,2526,339
860Z200US46580,46580,2286,32411,4985,10150,1215
860Z200US46582,46582,1006,19551,3040,7499,1240
860Z200US46590,46590,175,6422,1507,4453,562
860Z200US46595,46595,0,98,0,0,0
860Z200US46601,46601,673,7130,1077,2265,342
860Z200US46613,46613,1294,13828,2661,2443,284
860Z200US46614,46614,1745,44742,7017,17603,2760
860Z200US46615,46615,1262,19835,3184,8878,1215
860Z200US46616,46616,428,7986,1305,3197,885
860Z200US46617,46617,371,15005,1882,11301,1896
860Z200US46619,46619,3043,28428,3953,5010,505
860Z200US46624,46624,0,96,8,87,33
860Z200US46628,46628,2231,39721,5898,12496,1427
860Z200US46635,46635,763,9831,1531,3936,505
860Z200US46637,46637,758,24861,4705,11490,2198
860Z200US46701,46701,567,13337,1718,3845,458
860Z200US46702,46702,144,3641,529,741,90
860Z200US46703,46703,1129,29460,4542,9798,1346
860Z200US46704,46704,11,79,0,24,0
860Z200US46705,46705,101,2864,380,626,99
860Z200US46706,46706,1386,31171,4132,8977,1014
860Z200US46710,46710,309,7268,868,1788,145
860Z200US46711,46711,987,9653,1145,2291,249
860Z200US46714,46714,1070,23486,3476,5281,511
860Z200US46721,46721,517,7317,1017,971,77
860Z200US46723,46723,452,12712,2127,2431,248
860Z200US46725,46725,1508,37497,5693,11592,1105
860Z200US46730,46730,19,1943,260,506,46
860Z200US46731,46731,48,1184,234,258,27
860Z200US46732,46732,531,3397,488,440,38
860Z200US46733,46733,886,31480,4092,6031,563
860Z200US46737,46737,877,11701,1249,3060,389
860Z200US46738,46738,765,12701,1999,2484,232
860Z200US46740,46740,989,3855,540,344,49
860Z200US46741,46741,762,4358,532,1918,148
860Z200US46742,46742,176,5193,805,1467,228
860Z200US46743,46743,436,3694,714,1098,142
860Z200US46745,46745,45,2958,444,970,61
860Z200US46746,46746,723,5323,796,1233,217
860Z200US46747,46747,240,3708,602,876,46
860Z200US46748,46748,287,8433,1678,4424,607
860Z200US46750,46750,1968,42758,5714,10446,1259
860Z200US46755,46755,1674,23038,3659,4998,522
860Z200US46759,46759,33,736,81,85,17
860Z200US46760,46760,147,1770,182,219,39
860Z200US46761,46761,3270,11892,1654,1692,252
860Z200US46763,46763,41,2764,449,1069,83
860Z200US46764,46764,114,2026,311,557,43
860Z200US46765,46765,132,8967,1526,4004,450
860Z200US46766,46766,9,728,88,63,0
860Z200US46767,46767,2219,8419,796,1206,211
860Z200US46770,46770,173,4798,602,1016,186
860Z200US46771,46771,0,292,26,0,0
860Z200US46772,46772,704,2880,560,516,98
860Z200US46773,46773,172,5325,805,1145,131
860Z200US46774,46774,1545,25037,4015,8632,692
860Z200US46776,46776,143,2611,357,307,50
860Z200US46777,46777,204,10290,1740,2710,237
860Z200US46778,46778,52,87,0,0,0
860Z200US46779,46779,65,3781,774,652,20
860Z200US46781,46781,18,1437,209,140,28
860Z200US46783,46783,330,11650,1658,5539,633
860Z200US46784,46784,183,3591,511,784,83
860Z200US46785,46785,148,2696,279,517,41
860Z200US46786,46786,11,64,14,0,0
860Z200US46787,46787,537,5395,740,1140,153
860Z200US46788,46788,438,4596,627,1580,256
860Z200US46789,46789,0,259,0,130,65
860Z200US46791,46791,108,1559,185,612,64
860Z200US46792,46792,151,6352,787,1307,193
860Z200US46793,46793,350,6565,1056,1331,187
860Z200US46794,46794,168,1748,225,417,27
860Z200US46795,46795,1016,10070,1510,2242,299
860Z200US46796,46796,0,278,49,0,0
860Z200US46797,46797,354,4971,996,1277,59
860Z200US46798,46798,65,1669,288,300,42
860Z200US46799,46799,27,621,115,184,9
860Z200US46802,46802,1429,15262,2557,5290,608
860Z200US46803,46803,1937,10522,1872,1821,178
860Z200US46804,46804,1376,45411,6610,24478,3399
860Z200US46805,46805,1798,32388,6207,10521,1464
860Z200US46806,46806,4219,28399,4948,3579,404
860Z200US46807,46807,1126,21125,3561,8381,870
860Z200US46808,46808,1922,29001,4856,7386,777
860Z200US46809,46809,822,13230,2657,2615,187
860Z200US46814,46814,286,22330,2580,16061,2994
860Z200US46815,46815,1284,38787,7263,14560,1817
860Z200US46816,46816,3392,22425,4058,2887,140
860Z200US46818,46818,1528,31449,5564,11622,1043
860Z200US46819,46819,473,15412,2379,4442,398
860Z200US46825,46825,1904,42943,7712,18442,2093
860Z200US46835,46835,1495,52061,10186,21656,2755
860Z200US46845,46845,723,41028,5971,26316,3540
860Z200US46901,46901,3628,59436,9511,13260,1539
860Z200US46902,46902,2565,56906,9696,12843,1605
860Z200US46910,46910,431,4315,690,779,134
860Z200US46911,46911,160,2561,454,450,35
860Z200US46913,46913,50,1757,266,629,99
860Z200US46914,46914,465,5820,736,1535,88
860Z200US46915,46915,24,1186,194,312,48
860Z200US46917,46917,191,3305,364,509,46
860Z200US46919,46919,127,2610,409,505,44
860Z200US46920,46920,68,1869,191,536,79
860Z200US46922,46922,0,0,0,0,0
860Z200US46923,46923,667,12703,1836,2085,254
860Z200US46926,46926,103,2402,378,396,12
860Z200US46928,46928,344,8041,1044,1368,282
860Z200US46929,46929,328,5356,857,854,158
860Z200US46930,46930,33,309,28,33,1
860Z200US46931,46931,39,356,41,42,21
860Z200US46932,46932,202,5207,954,1010,114
860Z200US46933,46933,454,10587,1541,2206,171
860Z200US46936,46936,244,9305,1574,3398,502
860Z200US46937,46937,0,45,9,0,0
860Z200US46938,46938,181,4244,626,656,67
860Z200US46939,46939,201,3019,511,573,60
860Z200US46940,46940,190,4531,765,714,83
860Z200US46941,46941,60,1393,155,362,74
860Z200US46943,46943,15,200,53,36,6
860Z200US46945,46945,0,0,0,0,0
860Z200US46946,46946,0,175,20,0,0
860Z200US46947,46947,3665,41524,6172,7962,1014
860Z200US46950,46950,118,723,86,59,16
860Z200US46951,46951,257,2993,455,440,46
860Z200US46952,46952,1770,27997,4451,7415,1276
860Z200US46953,46953,2480,30464,7435,5688,853
860Z200US46957,46957,15,832,101,76,17
860Z200US46958,46958,85,1117,49,377,22
860Z200US46959,46959,0,761,87,66,0
860Z200US46960,46960,68,2008,360,435,54
860Z200US46961,46961,10,114,0,0,0
860Z200US46962,46962,649,12870,2534,3494,614
860Z200US46965,46965,0,0,0,0,0
860Z200US46967,46967,18,190,32,12,0
860Z200US46968,46968,0,245,43,0,0
860Z200US46970,46970,2411,36560,5376,6774,846
860Z200US46971,46971,0,0,0,0,0
860Z200US46974,46974,317,2514,322,389,75
860Z200US46975,46975,1174,21695,3288,5053,608
860Z200US46978,46978,199,3597,557,767,50
860Z200US46979,46979,161,8251,1266,2805,225
860Z200US46980,46980,86,127,50,0,0
860Z200US46982,46982,211,4782,516,765,127
860Z200US46984,46984,0,33,0,0,0
860Z200US46985,46985,175,1838,220,291,33
860Z200US46986,46986,106,2653,450,542,53
860Z200US46987,46987,49,1679,303,509,78
860Z200US46988,46988,26,1508,139,188,19
860Z200US46989,46989,167,6532,1762,2255,498
860Z200US46990,46990,24,773,78,185,16
860Z200US46991,46991,100,3084,639,432,51
860Z200US46992,46992,1134,27667,3442,7226,905
860Z200US46994,46994,187,3813,471,833,165
860Z200US46996,46996,478,10464,1330,2109,242
860Z200US46998,46998,36,261,57,0,0
860Z200US47001,47001,792,16911,2793,2768,376
860Z200US47003,47003,67,1739,257,444,35
860Z200US47006,47006,728,18307,2903,5279,692
860Z200US47010,47010,0,418,30,21,0
860Z200US47011,47011,84,1909,166,231,36
860Z200US47012,47012,737,17054,2295,4497,595
860Z200US47016,47016,25,1341,172,441,24
860Z200US47017,47017,24,913,106,147,0
860Z200US47018,47018,437,7051,1049,1800,363
860Z200US47020,47020,87,1903,402,201,0
860Z200US47021,47021,0,0,0,0,0
860Z200US47022,47022,89,5156,735,1865,245
860Z200US47023,47023,193,3416,442,733,156
860Z200US47024,47024,446,3986,593,467,64
860Z200US47025,47025,1505,35568,4818,13673,1597
860Z200US47030,47030,312,2046,405,317,37
860Z200US47031,47031,478,8687,1019,1643,398
860Z200US47032,47032,277,5222,634,1006,74
860Z200US47033,47033,0,0,0,0,0
860Z200US47034,47034,7,302,15,45,0
860Z200US47035,47035,60,282,44,0,0
860Z200US47036,47036,40,1737,358,804,213
860Z200US47037,47037,379,7201,871,822,93
860Z200US47038,47038,271,1202,142,80,7
860Z200US47040,47040,354,9152,1227,1458,133
860Z200US47041,47041,572,9492,1204,2357,337
860Z200US47042,47042,416,6120,977,1315,281
860Z200US47043,47043,656,7186,1067,1306,122
860Z200US47060,47060,403,10821,1520,2704,240
860Z200US47102,47102,819,10463,1425,1295,118
860Z200US47104,47104,0,16,0,24,0
860Z200US47106,47106,234,7195,1300,1509,177
860Z200US47108,47108,249,3473,393,556,80
860Z200US47110,47110,38,1120,133,234,0
860Z200US47111,47111,1404,26270,4533,9202,1015
860Z200US47112,47112,1233,27206,4027,6868,1054
860Z200US47114,47114,67,642,118,225,3
860Z200US47115,47115,218,5377,719,1441,122
860Z200US47116,47116,58,753,77,48,0
860Z200US47117,47117,273,7464,1013,1510,206
860Z200US47118,47118,553,5175,623,956,89
860Z200US47119,47119,406,17220,2574,9116,1447
860Z200US47120,47120,109,1081,202,29,8
860Z200US47122,47122,539,16621,2754,7375,953
860Z200US47123,47123,24,169,20,0,0
860Z200US47124,47124,155,8508,1201,3471,387
860Z200US47125,47125,247,1978,325,302,25
860Z200US47126,47126,387,6201,945,1781,306
860Z200US47129,47129,2643,28783,4901,6110,573
860Z200US47130,47130,3214,76901,13058,22661,2849
860Z200US47135,47135,113,1286,149,388,42
860Z200US47136,47136,319,6445,1086,2303,219
860Z200US47137,47137,114,2616,259,520,113
860Z200US47138,47138,368,8153,1327,821,197
860Z200US47140,47140,218,3827,593,372,51
860Z200US47141,47141,117,2728,515,537,66
860Z200US47142,47142,31,1239,215,95,19
860Z200US47143,47143,125,5438,1068,2191,200
860Z200US47145,47145,239,3515,478,559,80
860Z200US47147,47147,236,2513,198,136,16
860Z200US47150,47150,4094,76685,12073,24523,3557
860Z200US47160,47160,8,93,24,17,1
860Z200US47161,47161,164,6038,1012,1095,153
860Z200US47162,47162,7,981,86,198,0
860Z200US47163,47163,85,1688,136,128,0
860Z200US47164,47164,712,4959,853,1045,83
860Z200US47165,47165,535,10250,2282,2190,83
860Z200US47166,47166,232,1847,179,344,44
860Z200US47167,47167,1644,24359,3391,4225,513
860Z200US47170,47170,2171,20751,2954,3635,371
860Z200US47172,47172,1213,29480,4899,13571,1771
860Z200US47174,47174,31,36,0,0,0
860Z200US47175,47175,101,1490,122,166,20
860Z200US47177,47177,143,3031,371,608,55
860Z200US47201,47201,3513,70886,8851,31045,5431
860Z200US47203,47203,1330,38474,5388,17274,2633
860Z200US47220,47220,467,9384,1560,2211,310
860Z200US47223,47223,100,1222,277,263,10
860Z200US47224,47224,25,660,71,134,7
860Z200US47225,47225,0,57,0,0,0
860Z200US47226,47226,18,489,61,42,3
860Z200US47227,47227,188,2581,340,183,18
860Z200US47229,47229,288,4450,568,452,37
860Z200US47230,47230,121,3146,280,722,79
860Z200US47231,47231,52,769,75,124,34
860Z200US47232,47232,178,4033,435,1028,118
860Z200US47234,47234,137,2449,457,459,24
860Z200US47235,47235,192,2371,161,370,20
860Z200US47236,47236,0,339,20,146,22
860Z200US47240,47240,1465,34533,4651,8614,716
860Z200US47243,47243,522,7625,1961,1582,297
860Z200US47244,47244,29,639,97,215,26
860Z200US47246,47246,289,6070,905,1497,154
860Z200US47247,47247,18,352,55,30,3
860Z200US47250,47250,2314,37358,5799,8703,1161
860Z200US47260,47260,155,3697,369,240,63
860Z200US47263,47263,44,279,31,32,1
860Z200US47264,47264,87,1910,367,454,26
860Z200US47265,47265,2128,33090,4539,5240,703
860Z200US47270,47270,26,717,179,14,7
860Z200US47272,47272,128,2449,348,729,96
860Z200US47273,47273,44,3245,720,1224,82
860Z200US47274,47274,2965,50772,7377,11983,1480
860Z200US47280,47280,91,1061,140,363,0
860Z200US47281,47281,122,2228,259,342,60
860Z200US47282,47282,17,432,50,77,13
860Z200US47283,47283,320,5518,948,1387,181
860Z200US47302,47302,2661,38921,5789,5566,484
860Z200US47303,47303,1698,30065,9233,8713,1340
860Z200US47304,47304,1472,44108,9608,21616,3726
860Z200US47305,47305,564,4744,714,1220,159
860Z200US47306,47306,10,552,3533,132,0
860Z200US47320,47320,336,7794,949,1589,194
860Z200US47324,47324,28,299,59,19,5
860Z200US47325,47325,27,1003,122,152,7
860Z200US47326,47326,229,2495,158,334,47
860Z200US47327,47327,385,6769,1096,942,102
860Z200US47330,47330,367,8299,1597,1637,226
860Z200US47331,47331,2726,34833,4624,6901,633
860Z200US47334,47334,144,5045,913,1948,143
860Z200US47335,47335,78,1025,160,285,75
860Z200US47336,47336,197,4880,750,453,49
860Z200US47337,47337,26,307,57,22,2
860Z200US47338,47338,134,4023,756,752,37
860Z200US47339,47339,95,617,69,98,21
860Z200US47340,47340,184,4615,661,1260,101
860Z200US47341,47341,316,3238,408,1443,45
860Z200US47342,47342,259,3490,644,523,95
860Z200US47344,47344,8,343,28,29,3
860Z200US47345,47345,118,2224,379,433,9
860Z200US47346,47346,209,6318,1088,1186,143
860Z200US47348,47348,620,14964,1934,2694,377
860Z200US47351,47351,44,701,93,145,5
860Z200US47352,47352,21,1276,168,478,17
860Z200US47353,47353,509,8343,1389,2200,240
860Z200US47354,47354,115,1901,278,254,37
860Z200US47355,47355,292,5474,775,596,85
860Z200US47356,47356,287,9441,1315,2155,106
860Z200US47357,47357,53,1471,248,233,25
860Z200US47358,47358,59,1477,276,197,38
860Z200US47359,47359,276,5573,754,624,91
860Z200US47360,47360,150,2040,385,465,85
860Z200US47361,47361,8,349,64,112,20
860Z200US47362,47362,2459,48731,7449,8901,1074
860Z200US47366,47366,0,84,8,30,0
860Z200US47367,47367,26,157,20,0,0
860Z200US47368,47368,73,3403,470,784,152
860Z200US47369,47369,87,2513,297,175,32
860Z200US47370,47370,24,194,38,33,0
860Z200US47371,47371,1583,18053,2600,3208,602
860Z200US47373,47373,173,3349,461,609,54
860Z200US47374,47374,4464,67470,12076,16512,2568
860Z200US47380,47380,186,2300,459,301,15
860Z200US47381,47381,11,264,33,24,1
860Z200US47382,47382,12,212,35,17,4
860Z200US47383,47383,163,4452,770,871,151
860Z200US47384,47384,145,3398,583,630,101
860Z200US47385,47385,36,2936,351,780,172
860Z200US47386,47386,129,2088,349,659,165
860Z200US47387,47387,60,1008,112,129,21
860Z200US47388,47388,31,691,77,322,5
860Z200US47390,47390,459,7686,1114,1365,264
860Z200US47392,47392,10,333,57,78,39
860Z200US47393,47393,263,2234,382,169,68
860Z200US47394,47394,785,13153,2101,2311,367
860Z200US47396,47396,276,11387,2079,4885,866
860Z200US47401,47401,1588,54057,10018,39729,9301
860Z200US47403,47403,1888,49944,8231,23945,3331
860Z200US47404,47404,1063,33620,6070,17104,2989
860Z200US47405,47405,0,317,967,27,0
860Z200US47406,47406,4,2203,6375,451,12
860Z200US47408,47408,436,24166,7910,16738,3156
860Z200US47420,47420,19,88,0,16,8
860Z200US47421,47421,2208,45011,7627,10204,1390
860Z200US47424,47424,898,13285,2196,3136,403
860Z200US47427,47427,77,1453,142,424,14
860Z200US47429,47429,244,11469,2307,4802,656
860Z200US47431,47431,173,2368,388,338,50
860Z200US47432,47432,498,6621,1078,1374,92
860Z200US47433,47433,278,6679,702,1201,193
860Z200US47434,47434,0,36,0,0,0
860Z200US47435,47435,0,351,0,18,0
860Z200US47436,47436,237,2200,336,619,139
860Z200US47437,47437,36,153,0,0,0
860Z200US47438,47438,331,6107,911,704,97
860Z200US47441,47441,886,14084,2199,2918,272
860Z200US47443,47443,125,2361,349,232,29
860Z200US47445,47445,0,181,38,0,0
860Z200US47446,47446,1078,13587,2075,2645,708
860Z200US47448,47448,511,13260,2024,5019,822
860Z200US47449,47449,69,745,87,86,1
860Z200US47451,47451,137,2277,457,768,44
