Geography,zip,Less than high school graduate,High school graduate or higher,Some college or associates degree,Bachelor degree or higher,Graduate degree or higher
860Z200US44836,44836,113,4189,844,616,11
860Z200US44837,44837,736,6064,610,1373,211
860Z200US44838,44838,16,376,52,58,8
860Z200US44839,44839,547,20897,3623,9809,1317
860Z200US44840,44840,268,4775,564,1443,187
860Z200US44841,44841,102,918,169,155,0
860Z200US44842,44842,540,8839,1295,1783,227
860Z200US44843,44843,144,4648,487,1208,207
860Z200US44844,44844,10,1105,183,319,32
860Z200US44846,44846,154,5876,781,1561,320
860Z200US44847,44847,99,6178,927,963,84
860Z200US44849,44849,190,3714,596,385,44
860Z200US44850,44850,41,341,0,165,0
860Z200US44851,44851,482,8294,1164,1165,119
860Z200US44853,44853,80,2510,267,406,30
860Z200US44854,44854,94,2729,321,414,49
860Z200US44855,44855,122,2049,228,471,21
860Z200US44856,44856,8,330,22,9,0
860Z200US44857,44857,1632,37592,5063,7769,1072
860Z200US44859,44859,163,3436,339,553,119
860Z200US44861,44861,0,221,16,93,0
860Z200US44864,44864,353,5344,671,950,124
860Z200US44865,44865,387,4949,783,1156,134
860Z200US44866,44866,193,3403,296,739,44
860Z200US44867,44867,71,3937,637,692,38
860Z200US44870,44870,3375,62713,9680,17792,2171
860Z200US44874,44874,27,481,51,102,15
860Z200US44875,44875,933,22047,2867,3808,655
860Z200US44878,44878,537,3758,627,457,62
860Z200US44880,44880,360,5474,846,742,77
860Z200US44881,44881,9,260,47,24,12
860Z200US44882,44882,175,4429,313,976,179
860Z200US44883,44883,1424,45325,8276,12768,1783
860Z200US44887,44887,89,1408,133,394,8
860Z200US44889,44889,472,10600,1801,1691,163
860Z200US44890,44890,896,16452,2481,2699,343
860Z200US44901,44901,0,0,0,0,0
860Z200US44902,44902,647,7832,1204,351,14
860Z200US44903,44903,1515,39701,6099,9330,1373
860Z200US44904,44904,767,21885,3449,6875,833
860Z200US44905,44905,2434,27319,4353,2498,293
860Z200US44906,44906,1723,27058,4072,7842,1030
860Z200US44907,44907,925,25568,3838,5407,891
860Z200US45001,45001,115,1211,107,118,23
860Z200US45002,45002,961,19809,2890,7263,856
860Z200US45003,45003,50,961,136,310,35
860Z200US45005,45005,2918,48759,7539,10180,1477
860Z200US45011,45011,6323,107209,15584,37551,5203
860Z200US45013,45013,3479,81019,11303,21490,2756
860Z200US45014,45014,3134,70645,10076,26179,2552
860Z200US45015,45015,1090,17261,2572,2749,153
860Z200US45030,45030,1174,33247,5183,12181,1436
860Z200US45032,45032,38,1037,146,243,18
860Z200US45033,45033,67,747,56,135,0
860Z200US45034,45034,54,1580,243,925,100
860Z200US45036,45036,3324,65715,8349,25141,3489
860Z200US45039,45039,534,43753,6491,26900,3722
860Z200US45040,45040,1477,80233,8907,64625,10741
860Z200US45041,45041,0,408,0,0,0
860Z200US45042,45042,2343,43436,7353,10633,1489
860Z200US45044,45044,5305,75119,10750,28445,3364
860Z200US45050,45050,322,16756,2867,8614,1025
860Z200US45051,45051,18,708,95,261,60
860Z200US45052,45052,260,6892,1118,2576,296
860Z200US45053,45053,70,6092,576,1862,142
860Z200US45054,45054,106,4315,666,1880,215
860Z200US45055,45055,24,318,29,0,0
860Z200US45056,45056,438,25088,12241,14601,3014
860Z200US45062,45062,45,1339,154,259,15
860Z200US45064,45064,269,5334,863,1121,97
860Z200US45065,45065,408,8765,750,4725,497
860Z200US45066,45066,556,37746,4718,25221,4077
860Z200US45067,45067,1072,21802,3661,4253,512
860Z200US45068,45068,644,18306,2592,9090,1788
860Z200US45069,45069,2323,79479,10381,53339,7519
860Z200US45070,45070,12,201,28,2,1
860Z200US45101,45101,187,3539,395,164,43
860Z200US45102,45102,2327,34980,5409,10698,1327
860Z200US45103,45103,2738,54416,8451,16221,2213
860Z200US45105,45105,47,48,0,0,0
860Z200US45106,45106,863,17811,2261,2987,425
860Z200US45107,45107,858,15215,1856,2430,280
860Z200US45111,45111,31,685,63,300,45
860Z200US45112,45112,4,28,1,12,0
860Z200US45113,45113,208,6713,984,1570,100
860Z200US45115,45115,38,295,53,162,0
860Z200US45118,45118,257,6059,798,738,59
860Z200US45119,45119,28,0,0,0,0
860Z200US45120,45120,246,4471,517,795,87
860Z200US45121,45121,1210,14077,2104,2688,333
860Z200US45122,45122,1345,16959,2623,2972,289
860Z200US45123,45123,1153,12608,1877,2400,351
860Z200US45130,45130,261,6542,943,591,132
860Z200US45131,45131,60,419,40,31,2
860Z200US45132,45132,9,227,22,22,5
860Z200US45133,45133,3008,34508,5268,6530,773
860Z200US45135,45135,511,7408,775,2072,339
860Z200US45140,45140,1874,82019,11078,50255,7429
860Z200US45142,45142,193,7073,1020,1007,85
860Z200US45144,45144,572,6058,883,1019,251
860Z200US45146,45146,93,1770,304,373,17
860Z200US45147,45147,0,180,0,108,9
860Z200US45148,45148,146,2973,557,583,9
860Z200US45150,45150,1609,53143,7158,25556,3683
860Z200US45152,45152,481,20455,3715,7200,843
860Z200US45153,45153,357,3435,464,1028,165
860Z200US45154,45154,830,12359,1521,2527,314
860Z200US45155,45155,83,581,79,69,6
860Z200US45156,45156,32,36,1,0,0
860Z200US45157,45157,770,16005,2214,4430,615
860Z200US45158,45158,135,1352,130,51,0
860Z200US45159,45159,238,6073,718,1169,145
860Z200US45160,45160,142,746,85,148,2
860Z200US45162,45162,266,3923,537,724,44
860Z200US45164,45164,29,371,56,58,2
860Z200US45166,45166,0,75,24,0,0
860Z200US45167,45167,246,5336,678,1133,161
860Z200US45168,45168,165,1953,310,276,69
860Z200US45169,45169,452,7210,1128,918,137
860Z200US45171,45171,372,9363,1338,1684,220
860Z200US45172,45172,13,305,76,2,1
860Z200US45174,45174,12,2592,171,2807,474
860Z200US45176,45176,758,16268,2614,3055,184
860Z200US45177,45177,1151,33530,6337,10616,1731
860Z200US45202,45202,925,26281,2624,23074,3620
860Z200US45203,45203,222,3752,275,2062,299
860Z200US45204,45204,1080,8120,1293,2071,230
860Z200US45205,45205,2902,22028,3791,5126,477
860Z200US45206,45206,1210,16635,1989,10792,1773
860Z200US45207,45207,560,8520,1888,2021,500
860Z200US45208,45208,175,26934,1658,27559,5426
860Z200US45209,45209,417,16817,1368,16631,2704
860Z200US45211,45211,3086,52179,8218,17553,2141
860Z200US45212,45212,1595,32165,5004,14678,1964
860Z200US45213,45213,564,17487,2574,11287,1896
860Z200US45214,45214,1034,11411,2005,3290,339
860Z200US45215,45215,2056,46195,5614,18759,3103
860Z200US45216,45216,1107,11864,2197,2919,347
860Z200US45217,45217,349,10011,1499,3814,456
860Z200US45218,45218,175,5753,1077,2052,251
860Z200US45219,45219,626,14121,9517,7915,1082
860Z200US45220,45220,531,18848,3418,14104,3179
860Z200US45223,45223,944,17380,2182,10308,1689
860Z200US45224,45224,1286,34111,4874,12990,2006
860Z200US45225,45225,1364,9798,1901,1058,135
860Z200US45226,45226,187,9440,755,8662,1285
860Z200US45227,45227,963,28130,3871,17646,2700
860Z200US45229,45229,1792,18434,3117,6803,1707
860Z200US45230,45230,719,39984,5825,26572,3604
860Z200US45231,45231,2811,65439,10506,20193,2232
860Z200US45232,45232,940,9000,1368,1539,185
860Z200US45233,45233,797,22675,3293,11517,1488
860Z200US45236,45236,1139,40079,5245,23519,3167
860Z200US45237,45237,2334,30800,4816,11496,1792
860Z200US45238,45238,3179,70754,9763,24862,2880
860Z200US45239,45239,2220,43488,7449,13194,1298
860Z200US45240,45240,1927,42489,6761,15546,1907
860Z200US45241,45241,1224,37814,4531,22072,3700
860Z200US45242,45242,476,32800,3096,27440,4934
860Z200US45243,45243,263,23925,1801,20407,3909
860Z200US45244,45244,1248,39971,5260,25932,3982
860Z200US45245,45245,1369,32273,4741,12095,1782
860Z200US45246,45246,1264,19266,2993,7980,1419
860Z200US45247,45247,748,38210,5640,17379,2181
860Z200US45248,45248,1158,37663,5319,15261,1724
860Z200US45249,45249,390,19558,1573,17452,3196
860Z200US45251,45251,1452,33476,4854,9401,748
860Z200US45252,45252,149,8490,1439,4869,337
860Z200US45255,45255,479,34581,5106,20698,3652
860Z200US45267,45267,1,8,1,0,0
860Z200US45301,45301,0,364,113,172,35
860Z200US45302,45302,111,6941,898,1910,279
860Z200US45303,45303,128,3611,450,456,64
860Z200US45304,45304,498,11890,1702,2080,292
860Z200US45305,45305,317,17673,2630,11136,2216
860Z200US45306,45306,71,3479,481,964,104
860Z200US45307,45307,22,471,67,132,3
860Z200US45308,45308,304,7953,731,1064,118
860Z200US45309,45309,601,18894,2856,5607,698
860Z200US45310,45310,12,465,49,53,5
860Z200US45311,45311,397,10669,1207,1392,190
860Z200US45312,45312,32,1524,419,237,18
860Z200US45314,45314,108,5627,2904,2977,599
860Z200US45315,45315,94,7986,1092,3728,705
860Z200US45316,45316,3,264,48,102,12
860Z200US45317,45317,65,1729,167,508,47
860Z200US45318,45318,379,9510,1280,1527,224
860Z200US45319,45319,45,527,85,123,23
860Z200US45320,45320,825,25277,3553,6541,1022
860Z200US45321,45321,95,1829,212,371,40
860Z200US45322,45322,557,34966,6422,11199,1586
860Z200US45323,45323,158,8398,1590,2464,533
860Z200US45324,45324,2837,56716,13207,21111,3435
860Z200US45325,45325,232,4034,664,1173,121
860Z200US45326,45326,68,2041,384,168,30
860Z200US45327,45327,339,13991,2328,3581,453
860Z200US45328,45328,56,753,77,110,24
860Z200US45330,45330,29,1159,135,226,14
860Z200US45331,45331,1767,35347,5312,7334,854
860Z200US45332,45332,69,730,28,165,0
860Z200US45333,45333,181,2075,461,219,15
860Z200US45334,45334,110,3292,350,727,161
860Z200US45335,45335,352,11628,1690,3386,538
860Z200US45336,45336,0,168,22,14,1
860Z200US45337,45337,79,2763,445,335,43
860Z200US45338,45338,211,7634,1018,1239,158
860Z200US45339,45339,77,1680,316,678,110
860Z200US45340,45340,58,610,125,69,3
860Z200US45341,45341,447,6075,836,752,206
860Z200US45342,45342,1756,55144,9066,22348,2752
860Z200US45344,45344,1503,26505,4153,6399,930
860Z200US45345,45345,440,10056,1533,1388,82
860Z200US45346,45346,167,3558,448,688,53
860Z200US45347,45347,525,6374,895,1278,142
860Z200US45348,45348,56,1353,98,208,46
860Z200US45349,45349,15,427,73,121,8
860Z200US45350,45350,0,72,15,54,3
860Z200US45351,45351,20,481,90,89,15
860Z200US45352,45352,4,349,76,16,5
860Z200US45353,45353,6,212,25,0,0
860Z200US45354,45354,25,1025,235,164,22
860Z200US45356,45356,1935,39462,5816,6763,867
860Z200US45358,45358,14,471,71,82,8
860Z200US45359,45359,90,3272,423,615,93
860Z200US45360,45360,35,759,67,41,2
860Z200US45361,45361,11,556,68,71,13
860Z200US45362,45362,38,1986,280,173,46
860Z200US45363,45363,78,2744,457,781,81
860Z200US45365,45365,2803,44345,6519,10293,1419
860Z200US45368,45368,374,6914,990,1246,191
860Z200US45369,45369,216,7164,963,2068,224
860Z200US45370,45370,112,4363,1057,2148,253
860Z200US45371,45371,946,33971,6279,13331,2061
860Z200US45372,45372,29,455,75,83,10
860Z200US45373,45373,2197,57790,8645,21616,2968
860Z200US45377,45377,825,22230,4116,6871,957
860Z200US45378,45378,33,880,125,103,5
860Z200US45380,45380,253,9154,1287,2546,279
860Z200US45381,45381,386,9157,1496,2106,422
860Z200US45382,45382,59,1920,268,293,54
860Z200US45383,45383,465,10692,1745,1845,299
860Z200US45384,45384,55,1317,1120,776,136
860Z200US45385,45385,2622,60700,9079,21714,4049
860Z200US45387,45387,120,8767,1131,6552,1287
860Z200US45388,45388,38,927,236,179,29
860Z200US45389,45389,33,900,133,111,6
860Z200US45390,45390,364,5015,646,719,96
860Z200US45402,45402,1239,15271,2476,5515,1325
860Z200US45403,45403,2462,17272,3532,2786,310
860Z200US45404,45404,1099,14234,2289,1077,66
860Z200US45405,45405,1485,29063,5941,6283,715
860Z200US45406,45406,1955,29132,5317,7489,1087
860Z200US45409,45409,276,10390,9565,7447,1128
860Z200US45410,45410,2006,21678,4555,6066,690
860Z200US45414,45414,2354,31352,4933,10235,1492
860Z200US45415,45415,574,19587,3755,7228,1099
860Z200US45416,45416,396,8498,1753,1387,228
860Z200US45417,45417,4307,38420,7133,5559,760
860Z200US45419,45419,373,23385,3916,16224,2979
860Z200US45420,45420,1560,38343,7063,12203,1454
860Z200US45423,45423,0,0,0,0,0
860Z200US45424,45424,2915,75210,15119,24837,3213
860Z200US45426,45426,696,22112,4034,5303,882
860Z200US45428,45428,34,582,94,219,21
860Z200US45429,45429,872,41681,6920,23616,4042
860Z200US45430,45430,330,10930,1760,6394,1211
860Z200US45431,45431,1267,38931,7108,17690,3264
860Z200US45432,45432,1044,22566,3831,10111,1970
860Z200US45433,45433,0,1577,600,897,67
860Z200US45434,45434,228,19184,3141,12882,2666
860Z200US45435,45435,0,65,111,12,0
860Z200US45439,45439,1225,16912,3326,3399,349
860Z200US45440,45440,606,34393,5336,18513,3311
860Z200US45449,45449,1270,28765,5289,8348,931
860Z200US45458,45458,1153,54784,7005,39551,7494
860Z200US45459,45459,881,45852,7113,28357,5321
860Z200US45469,45469,0,32,176,0,0
860Z200US45501,45501,0,0,0,0,0
860Z200US45502,45502,1148,28484,4697,7912,1370
860Z200US45503,45503,2691,50701,9048,10852,1256
860Z200US45504,45504,958,23240,4484,7518,1223
860Z200US45505,45505,2948,27433,3991,3648,328
860Z200US45506,45506,1413,19814,3192,3283,399
860Z200US45601,45601,5699,92315,12403,18556,2766
860Z200US45612,45612,622,7033,577,652,103
860Z200US45613,45613,416,4183,438,705,154
860Z200US45614,45614,500,7251,1013,2270,404
860Z200US45616,45616,265,2253,133,797,259
860Z200US45617,45617,0,0,0,0,0
860Z200US45618,45618,0,0,0,0,0
860Z200US45619,45619,609,12507,1723,3578,569
860Z200US45620,45620,51,1245,239,213,17
860Z200US45621,45621,49,650,59,48,0
860Z200US45622,45622,87,740,133,0,0
860Z200US45623,45623,515,5000,832,791,142
860Z200US45624,45624,0,0,0,0,0
860Z200US45628,45628,338,8348,1432,1553,199
860Z200US45629,45629,245,5468,638,1424,132
860Z200US45630,45630,81,412,116,36,0
860Z200US45631,45631,1293,20908,2990,4721,793
860Z200US45634,45634,204,2457,334,315,57
860Z200US45636,45636,0,305,58,108,0
860Z200US45638,45638,1839,31958,4347,6855,864
860Z200US45640,45640,1328,26736,3477,6292,701
860Z200US45642,45642,0,0,0,0,0
860Z200US45644,45644,602,6861,865,1106,98
860Z200US45645,45645,338,4184,756,677,100
860Z200US45646,45646,108,1131,180,27,0
860Z200US45647,45647,556,4334,331,721,101
860Z200US45648,45648,1404,17758,2264,4087,545
860Z200US45650,45650,82,613,99,34,17
860Z200US45651,45651,606,7784,941,1443,106
860Z200US45652,45652,171,6162,579,825,142
860Z200US45653,45653,299,5270,609,1546,168
860Z200US45654,45654,94,1220,82,404,25
860Z200US45656,45656,842,9505,1174,1880,184
860Z200US45657,45657,262,2712,173,301,80
860Z200US45658,45658,153,3943,506,811,109
860Z200US45659,45659,389,4411,384,1202,35
860Z200US45660,45660,1071,11197,1268,1409,182
860Z200US45661,45661,1179,9998,1200,1829,207
860Z200US45662,45662,2865,40670,6635,8446,1073
860Z200US45663,45663,480,10547,1128,1150,148
860Z200US45669,45669,475,17791,2411,4173,691
860Z200US45671,45671,42,834,109,0,0
860Z200US45672,45672,181,1864,275,354,57
860Z200US45673,45673,0,718,74,24,12
860Z200US45674,45674,60,662,309,169,14
860Z200US45677,45677,12,76,14,21,0
860Z200US45678,45678,220,1724,223,149,28
860Z200US45679,45679,350,4861,513,927,174
860Z200US45680,45680,1039,19520,2718,2895,525
860Z200US45681,45681,86,2494,348,373,32
860Z200US45682,45682,270,3125,376,659,54
860Z200US45684,45684,207,2141,225,562,23
860Z200US45685,45685,183,1944,210,261,15
860Z200US45686,45686,749,4740,456,794,170
860Z200US45688,45688,57,225,38,14,7
860Z200US45690,45690,1140,21630,2786,4121,551
860Z200US45692,45692,1018,11973,1328,1131,221
860Z200US45693,45693,830,13316,1849,2337,240
860Z200US45694,45694,913,19632,2698,5050,1185
860Z200US45695,45695,188,1326,156,523,47
860Z200US45696,45696,54,942,131,48,0
860Z200US45697,45697,483,7928,1281,1856,299
860Z200US45698,45698,37,1014,130,58,26
860Z200US45699,45699,549,1713,252,0,0
860Z200US45701,45701,965,35197,12812,22136,4936
860Z200US45710,45710,284,8463,1367,1935,480
860Z200US45711,45711,98,1721,235,528,63
860Z200US45714,45714,707,14936,2664,3692,278
860Z200US45715,45715,160,3380,434,541,110
860Z200US45716,45716,23,635,68,138,11
860Z200US45719,45719,100,1542,214,168,33
860Z200US45720,45720,0,0,0,0,0
860Z200US45721,45721,7,48,0,0,0
860Z200US45723,45723,217,7489,642,1012,125
860Z200US45724,45724,327,3478,562,342,35
860Z200US45727,45727,30,1810,48,7,2
860Z200US45729,45729,75,2757,661,437,70
860Z200US45732,45732,599,6861,1200,825,195
860Z200US45734,45734,31,660,57,45,3
860Z200US45735,45735,112,2671,387,1018,169
860Z200US45739,45739,0,0,0,0,0
860Z200US45740,45740,25,713,72,70,23
860Z200US45741,45741,129,665,111,0,0
860Z200US45742,45742,370,4880,1062,1441,252
860Z200US45743,45743,53,2117,309,224,25
860Z200US45744,45744,156,3833,703,616,87
860Z200US45745,45745,115,1748,237,535,23
860Z200US45746,45746,58,612,41,0,0
860Z200US45750,45750,1705,42217,7171,13112,2077
860Z200US45760,45760,625,5294,907,506,76
860Z200US45761,45761,36,2555,474,742,133
860Z200US45764,45764,923,10863,2178,1707,228
860Z200US45766,45766,81,1728,250,240,36
860Z200US45767,45767,328,3713,677,433,12
860Z200US45768,45768,91,2746,561,264,26
860Z200US45769,45769,717,9191,1365,1020,180
860Z200US45770,45770,166,1113,222,195,24
860Z200US45771,45771,234,5768,821,858,60
860Z200US45772,45772,136,2504,450,592,26
860Z200US45773,45773,27,834,56,129,0
860Z200US45775,45775,251,3323,397,758,42
860Z200US45776,45776,68,1333,115,313,50
860Z200US45778,45778,50,1483,212,270,42
860Z200US45779,45779,36,1159,133,188,28
860Z200US45780,45780,219,5129,687,1974,420
860Z200US45782,45782,60,627,118,19,2
860Z200US45783,45783,56,312,86,30,0
860Z200US45784,45784,151,6149,1005,968,215
860Z200US45786,45786,133,5235,596,949,86
860Z200US45788,45788,31,1858,200,221,31
860Z200US45789,45789,5,231,19,22,11
860Z200US45801,45801,1968,32041,5564,4384,568
860Z200US45804,45804,1451,21138,3695,2548,301
860Z200US45805,45805,1284,36512,6659,9446,1343
860Z200US45806,45806,374,18240,3106,5405,822
860Z200US45807,45807,510,20095,3165,4808,737
860Z200US45808,45808,44,490,59,39,6
860Z200US45809,45809,0,143,36,35,7
860Z200US45810,45810,196,9813,2841,3300,484
860Z200US45812,45812,168,2500,333,250,65
860Z200US45813,45813,127,5709,904,936,93
860Z200US45814,45814,169,4730,671,1523,139
860Z200US45815,45815,13,153,17,0,0
860Z200US45816,45816,48,661,65,178,19
860Z200US45817,45817,116,9702,1477,4020,657
860Z200US45819,45819,15,412,68,19,4
860Z200US45820,45820,26,1058,232,200,5
860Z200US45821,45821,91,1405,160,205,47
860Z200US45822,45822,1293,32801,4283,6959,962
860Z200US45826,45826,10,477,47,97,19
860Z200US45827,45827,83,3854,361,666,48
860Z200US45828,45828,294,9440,1332,2589,309
860Z200US45830,45830,350,8616,1293,2584,212
860Z200US45831,45831,194,5797,840,807,107
860Z200US45832,45832,158,5040,750,955,149
860Z200US45833,45833,705,17419,2757,4343,574
860Z200US45835,45835,18,794,96,133,13
860Z200US45836,45836,78,2281,284,269,54
860Z200US45838,45838,15,126,51,0,0
860Z200US45840,45840,2974,83443,13636,30871,4321
860Z200US45841,45841,27,1578,243,520,80
860Z200US45843,45843,218,6255,857,973,140
860Z200US45844,45844,86,4886,782,1107,150
860Z200US45845,45845,104,4745,749,1682,193
860Z200US45846,45846,280,6666,981,1742,153
860Z200US45848,45848,3,180,35,83,6
860Z200US45849,45849,36,1561,288,142,14
860Z200US45850,45850,240,6007,778,955,70
860Z200US45851,45851,51,883,174,230,8
860Z200US45853,45853,45,2463,468,1116,125
860Z200US45854,45854,12,585,101,49,11
860Z200US45855,45855,8,247,44,23,2
860Z200US45856,45856,470,7481,1194,2134,252
860Z200US45858,45858,163,4212,657,1080,108
860Z200US45859,45859,65,607,73,47,1
860Z200US45860,45860,123,4007,499,1137,115
860Z200US45861,45861,67,547,44,41,4
860Z200US45862,45862,144,2237,256,240,45
860Z200US45863,45863,78,2009,333,257,19
860Z200US45864,45864,14,263,22,73,8
860Z200US45865,45865,231,7945,1092,3060,381
860Z200US45866,45866,1,249,24,54,0
860Z200US45867,45867,61,1841,117,472,49
860Z200US45868,45868,15,1282,227,176,22
860Z200US45869,45869,174,6714,993,2882,416
860Z200US45870,45870,23,620,63,0,0
860Z200US45871,45871,66,3317,505,1100,131
860Z200US45872,45872,369,6900,1006,794,94
860Z200US45873,45873,245,3223,359,416,118
860Z200US45874,45874,103,3818,441,636,39
860Z200US45875,45875,520,16207,2349,6478,840
860Z200US45876,45876,20,1537,292,524,64
860Z200US45877,45877,76,3847,745,1274,152
860Z200US45879,45879,693,9645,1552,2002,192
860Z200US45880,45880,128,4276,547,1290,135
860Z200US45881,45881,94,2260,239,483,75
860Z200US45882,45882,145,5132,706,889,128
860Z200US45883,45883,137,4857,783,1827,133
860Z200US45884,45884,23,224,22,57,0
860Z200US45885,45885,653,21205,3129,3672,451
860Z200US45886,45886,23,810,139,73,0
860Z200US45887,45887,286,6877,923,1058,118
860Z200US45888,45888,36,642,66,12,6
860Z200US45889,45889,103,2560,363,951,213
860Z200US45890,45890,57,1292,177,328,42
860Z200US45891,45891,1016,24509,3412,5217,828
860Z200US45893,45893,0,411,66,0,0
860Z200US45894,45894,32,1034,126,254,61
860Z200US45895,45895,1096,29085,4231,6096,1096
860Z200US45896,45896,122,2752,451,473,92
860Z200US45897,45897,8,106,9,42,0
860Z200US45898,45898,78,1294,183,259,46
860Z200US45899,45899,5,335,68,27,1
860Z200US46001,46001,871,15411,2409,3443,342
860Z200US46011,46011,1105,28402,4386,8403,1250
860Z200US46012,46012,1565,31701,5756,7419,1173
860Z200US46013,46013,1243,27446,4408,5466,695
860Z200US46016,46016,2751,25591,3619,3322,315
860Z200US46017,46017,440,10051,1557,2166,246
860Z200US46030,46030,165,4076,720,1637,118
860Z200US46031,46031,227,3596,406,1252,75
860Z200US46032,46032,1232,71498,6296,67367,11228
860Z200US46033,46033,944,56265,5548,50822,8141
860Z200US46034,46034,337,11555,1857,4937,448
860Z200US46035,46035,63,2135,361,257,34
860Z200US46036,46036,753,19534,2719,2442,372
860Z200US46037,46037,1387,63767,6698,54613,8255
860Z200US46038,46038,776,60346,8092,45705,5986
860Z200US46039,46039,77,755,72,123,6
860Z200US46040,46040,1206,22923,2762,14704,1617
860Z200US46041,46041,2819,33102,4234,6457,836
860Z200US46044,46044,162,4604,575,870,145
860Z200US46045,46045,0,225,87,32,7
860Z200US46047,46047,16,48,10,24,0
860Z200US46048,46048,221,2953,516,529,62
860Z200US46049,46049,45,1716,335,435,28
860Z200US46050,46050,112,2875,401,601,39
860Z200US46051,46051,92,4607,639,1627,139
860Z200US46052,46052,2049,34148,5703,11871,1139
860Z200US46055,46055,516,20503,2389,14276,1153
860Z200US46056,46056,105,3667,456,928,71
860Z200US46057,46057,54,1557,114,543,96
860Z200US46058,46058,107,3763,562,710,160
860Z200US46060,46060,1928,65669,9864,36998,4346
860Z200US46062,46062,876,52956,7298,36473,4188
860Z200US46063,46063,36,537,97,37,11
860Z200US46064,46064,1260,26367,3956,10856,1150
860Z200US46065,46065,151,4967,844,1031,46
860Z200US46068,46068,156,4102,720,1557,145
860Z200US46069,46069,502,11773,1412,3527,284
860Z200US46070,46070,210,3479,621,790,82
860Z200US46071,46071,166,5521,901,1755,270
860Z200US46072,46072,698,14416,2025,4035,442
860Z200US46074,46074,1814,60091,6489,43806,6277
860Z200US46075,46075,202,10265,1746,7365,764
860Z200US46076,46076,267,2528,292,711,109
860Z200US46077,46077,892,46366,4682,41798,7064
860Z200US46102,46102,48,609,85,207,34
860Z200US46103,46103,37,606,73,112,11
860Z200US46104,46104,43,1876,399,312,0
860Z200US46105,46105,163,2791,361,545,16
860Z200US46106,46106,238,13770,1787,7833,1026
860Z200US46107,46107,1316,18692,2938,5588,449
860Z200US46110,46110,56,1306,122,63,0
860Z200US46111,46111,31,649,123,164,7
860Z200US46112,46112,1818,58800,8139,35202,4959
860Z200US46113,46113,1017,24396,4376,6709,575
860Z200US46115,46115,99,2524,302,550,32
860Z200US46117,46117,71,1038,68,356,16
860Z200US46118,46118,287,7430,1023,2344,132
860Z200US46120,46120,486,10112,1611,1621,188
860Z200US46121,46121,298,6919,1524,1874,146
860Z200US46122,46122,889,24423,3793,9606,1219
860Z200US46123,46123,1882,60256,10229,31355,3748
860Z200US46124,46124,772,12711,1977,2207,190
860Z200US46125,46125,15,66,0,0,0
860Z200US46126,46126,440,6177,970,1952,119
860Z200US46127,46127,58,623,55,0,0
860Z200US46128,46128,80,3918,725,992,43
860Z200US46130,46130,171,3020,326,1533,208
860Z200US46131,46131,2180,50733,8789,14442,1839
860Z200US46133,46133,125,1855,164,118,26
860Z200US46135,46135,1415,28412,6191,7078,1146
860Z200US46140,46140,2621,65911,11302,20669,2935
860Z200US46142,46142,1972,52296,7741,22949,3352
860Z200US46143,46143,3708,83467,13114,37811,5429
860Z200US46144,46144,0,635,79,96,0
860Z200US46146,46146,52,206,25,0,0
860Z200US46147,46147,82,3991,807,1142,113
860Z200US46148,46148,277,7600,1177,1916,190
860Z200US46149,46149,103,3541,373,1382,74
860Z200US46150,46150,27,1380,232,185,7
860Z200US46151,46151,3018,49263,7501,12023,1577
860Z200US46154,46154,15,81,0,0,0
860Z200US46155,46155,0,18,9,0,0
860Z200US46156,46156,186,1915,165,287,112
860Z200US46157,46157,202,5650,962,1224,176
860Z200US46158,46158,2250,39231,5891,10932,1167
860Z200US46160,46160,527,9780,1560,2029,233
860Z200US46161,46161,211,3630,486,609,48
860Z200US46162,46162,33,473,55,255,0
860Z200US46163,46163,629,20988,3101,10912,1321
860Z200US46164,46164,233,6735,1295,2138,269
860Z200US46165,46165,164,2930,494,912,104
860Z200US46166,46166,312,4511,413,578,64
860Z200US46167,46167,330,10848,1340,5954,796
860Z200US46168,46168,2492,58075,7778,24397,3368
860Z200US46170,46170,0,0,0,0,0
860Z200US46171,46171,257,2939,415,585,108
860Z200US46172,46172,269,3587,402,964,62
860Z200US46173,46173,991,16513,2205,3050,428
860Z200US46175,46175,52,828,144,113,4
860Z200US46176,46176,2600,45290,5914,10499,1306
860Z200US46180,46180,114,1402,231,312,27
860Z200US46181,46181,166,7960,1058,2871,371
860Z200US46182,46182,97,2870,376,517,95
860Z200US46183,46183,0,78,39,0,0
860Z200US46184,46184,975,19782,2555,5839,812
860Z200US46186,46186,138,3630,355,599,43
860Z200US46201,46201,5313,41045,4828,12660,1568
860Z200US46202,46202,1618,27907,4311,23381,3755
860Z200US46203,46203,6086,48298,6146,16867,2274
860Z200US46204,46204,1251,17108,1172,14533,2561
860Z200US46205,46205,1769,39035,5746,24509,4358
860Z200US46206,46206,0,0,0,0,0
860Z200US46208,46208,1403,29155,6316,13312,2447
860Z200US46214,46214,1756,33958,6137,12151,1176
860Z200US46216,46216,87,3923,543,2482,308
860Z200US46217,46217,2763,51510,9262,22571,2519
860Z200US46218,46218,4983,38458,5582,5288,533
860Z200US46219,46219,4516,53355,7848,18618,2201
860Z200US46220,46220,801,55824,6129,46504,6604
860Z200US46221,46221,3421,37590,5910,7658,705
860Z200US46222,46222,5881,43645,7635,8769,894
860Z200US46224,46224,5106,50178,7523,16205,1497
860Z200US46225,46225,880,6945,955,2950,201
860Z200US46226,46226,6590,57774,8659,18060,2644
